 100 100
    0.000000E+00    0.100000E+01    0.118571E-16
    0.000000E+00    0.100000E+01    0.125184E-16
    0.000000E+00    0.100000E+01    0.130309E-16
    0.000000E+00    0.100000E+01    0.135601E-16
    0.000000E+00    0.100000E+01    0.143043E-16
    0.000000E+00    0.100000E+01    0.143104E-16
    0.000000E+00    0.100000E+01    0.148840E-16
    0.000000E+00    0.100000E+01    0.159429E-16
    0.000000E+00    0.100000E+01    0.172242E-16
    0.000000E+00    0.000000E+00    0.181301E-16
    0.000000E+00    0.000000E+00    0.198869E-16
    0.000000E+00    0.000000E+00    0.216185E-16
    0.000000E+00    0.000000E+00    0.236634E-16
    0.000000E+00    0.000000E+00    0.259696E-16
    0.000000E+00    0.000000E+00    0.276285E-16
    0.000000E+00    0.000000E+00    0.295151E-16
    0.000000E+00    0.000000E+00    0.321291E-16
    0.000000E+00    0.000000E+00    0.325658E-16
    0.000000E+00    0.000000E+00    0.333312E-16
    0.000000E+00    0.000000E+00    0.330987E-16
    0.000000E+00    0.000000E+00    0.327181E-16
    0.000000E+00    0.000000E+00    0.322717E-16
    0.000000E+00    0.000000E+00    0.322537E-16
    0.000000E+00    0.000000E+00    0.320143E-16
    0.000000E+00    0.000000E+00    0.312352E-16
    0.000000E+00    0.000000E+00    0.314809E-16
    0.000000E+00    0.000000E+00    0.311196E-16
    0.000000E+00    0.000000E+00    0.306866E-16
    0.000000E+00    0.000000E+00    0.294959E-16
    0.000000E+00    0.000000E+00    0.282910E-16
    0.000000E+00    0.000000E+00    0.261895E-16
    0.000000E+00    0.000000E+00    0.237859E-16
    0.000000E+00    0.000000E+00    0.203500E-16
    0.000000E+00    0.000000E+00    0.159183E-16
    0.000000E+00    0.000000E+00    0.118608E-16
    0.000000E+00    0.000000E+00    0.794233E-17
    0.000000E+00    0.000000E+00    0.339845E-17
    0.000000E+00    0.000000E+00   -0.271271E-18
    0.000000E+00    0.000000E+00   -0.408581E-17
    0.000000E+00    0.000000E+00   -0.614787E-17
    0.000000E+00    0.000000E+00   -0.726381E-17
    0.000000E+00    0.000000E+00   -0.915866E-17
    0.000000E+00    0.000000E+00   -0.114934E-16
    0.000000E+00    0.000000E+00   -0.135366E-16
    0.000000E+00    0.000000E+00   -0.150619E-16
    0.000000E+00    0.000000E+00   -0.175182E-16
    0.000000E+00    0.000000E+00   -0.196519E-16
    0.000000E+00    0.000000E+00   -0.219397E-16
    0.000000E+00    0.000000E+00   -0.240039E-16
    0.000000E+00    0.000000E+00   -0.256875E-16
    0.000000E+00    0.000000E+00   -0.267377E-16
    0.000000E+00    0.000000E+00   -0.273274E-16
    0.000000E+00    0.000000E+00   -0.261705E-16
    0.000000E+00    0.000000E+00   -0.240441E-16
    0.000000E+00    0.000000E+00   -0.217298E-16
    0.000000E+00    0.000000E+00   -0.192117E-16
    0.000000E+00    0.000000E+00   -0.159808E-16
    0.000000E+00    0.000000E+00   -0.116835E-16
    0.000000E+00    0.000000E+00   -0.701789E-17
    0.000000E+00    0.000000E+00   -0.324178E-17
    0.000000E+00    0.000000E+00   -0.630449E-18
    0.000000E+00    0.000000E+00    0.345819E-17
    0.000000E+00    0.000000E+00    0.862233E-17
    0.000000E+00    0.000000E+00    0.131560E-16
    0.000000E+00    0.000000E+00    0.178098E-16
    0.000000E+00    0.000000E+00    0.232023E-16
    0.000000E+00    0.000000E+00    0.274231E-16
    0.000000E+00    0.000000E+00    0.316815E-16
    0.000000E+00    0.000000E+00    0.349994E-16
    0.000000E+00    0.000000E+00    0.379762E-16
    0.000000E+00    0.000000E+00    0.391861E-16
    0.000000E+00    0.000000E+00    0.411151E-16
    0.000000E+00    0.000000E+00    0.422263E-16
    0.000000E+00    0.000000E+00    0.422092E-16
    0.000000E+00    0.000000E+00    0.429584E-16
    0.000000E+00    0.000000E+00    0.435787E-16
    0.000000E+00    0.000000E+00    0.435341E-16
    0.000000E+00    0.000000E+00    0.421327E-16
    0.000000E+00    0.000000E+00    0.407890E-16
    0.000000E+00    0.000000E+00    0.390157E-16
    0.000000E+00    0.000000E+00    0.380140E-16
    0.000000E+00    0.000000E+00    0.356052E-16
    0.000000E+00    0.000000E+00    0.322813E-16
    0.000000E+00    0.000000E+00    0.295010E-16
    0.000000E+00    0.000000E+00    0.264074E-16
    0.000000E+00    0.000000E+00    0.232196E-16
    0.000000E+00    0.000000E+00    0.209200E-16
    0.000000E+00    0.000000E+00    0.183235E-16
    0.000000E+00    0.000000E+00    0.169793E-16
    0.000000E+00    0.100000E+01    0.159850E-16
    0.000000E+00    0.100000E+01    0.161700E-16
    0.000000E+00    0.100000E+01    0.155027E-16
    0.000000E+00    0.100000E+01    0.146256E-16
    0.000000E+00    0.100000E+01    0.146419E-16
    0.000000E+00    0.100000E+01    0.139770E-16
