1.477120999999999906e+00 2.999998240459422405e+01 6.345714300000000918e+00
2.499999999999991118e-02 1.059253725177288663e+00 4.792142899999999983e+00
5.000000000000026645e-02 1.122018454301964230e+00 4.845714300000000918e+00
7.500000000000017764e-02 1.188502227437018943e+00 4.845714300000000918e+00
1.000000000000000888e-01 1.258925411794167504e+00 4.845714300000000918e+00
1.250000000000000000e-01 1.333521432163323972e+00 4.899285700000000077e+00
1.499999999999999112e-01 1.412537544622753938e+00 4.899285700000000077e+00
1.750000000000002665e-01 1.496235656094434319e+00 4.952857099999999235e+00
2.000000000000001776e-01 1.584893192461114042e+00 4.952857099999999235e+00
2.250000000000000888e-01 1.678804018122560748e+00 5.006428599999999562e+00
2.500000000000000000e-01 1.778279410038922759e+00 5.006428599999999562e+00
2.749999999999999112e-01 1.883649089489800144e+00 5.006428599999999562e+00
3.000000000000002665e-01 1.995262314968880846e+00 5.060000000000000497e+00
3.250000000000001776e-01 2.113489039836647709e+00 5.060000000000000497e+00
3.500000000000000888e-01 2.238721138568339875e+00 5.113571399999999656e+00
3.750000000000000000e-01 2.371373705661655062e+00 5.113571399999999656e+00
4.000000000000003553e-01 2.511886431509582351e+00 5.167142899999999983e+00
4.250000000000002665e-01 2.660725059798811465e+00 5.167142899999999983e+00
4.500000000000001776e-01 2.818382931264455049e+00 5.167142899999999983e+00
4.750000000000000888e-01 2.985382618917960418e+00 5.220714300000000918e+00
5.000000000000000000e-01 3.162277660168379523e+00 5.220714300000000918e+00
5.250000000000003553e-01 3.349654391578279267e+00 5.274285700000000077e+00
5.500000000000002665e-01 3.548133892335756823e+00 5.327857099999999235e+00
5.750000000000001776e-01 3.758374042884442989e+00 5.327857099999999235e+00
6.000000000000000888e-01 3.981071705534973137e+00 5.381428599999999562e+00
6.250000000000000000e-01 4.216965034285822256e+00 5.381428599999999562e+00
6.500000000000003553e-01 4.466835921509634488e+00 5.435000000000000497e+00
6.750000000000002665e-01 4.731512589614808029e+00 5.488571399999999656e+00
7.000000000000001776e-01 5.011872336272724660e+00 5.488571399999999656e+00
7.250000000000000888e-01 5.308844442309884393e+00 5.542142899999999983e+00
7.500000000000000000e-01 5.623413251903491172e+00 5.649285700000000077e+00
7.750000000000003553e-01 5.956621435290109901e+00 5.756428599999999562e+00
8.000000000000002665e-01 6.309573444801936049e+00 5.863571399999999656e+00
8.250000000000001776e-01 6.683439175686149092e+00 5.970714300000000918e+00
8.500000000000000888e-01 7.079457843841380438e+00 6.024285700000000077e+00
8.750000000000000000e-01 7.498942093324558300e+00 6.077857099999999235e+00
9.000000000000003553e-01 7.943282347242821118e+00 6.131428599999999562e+00
9.250000000000002665e-01 8.413951416451956433e+00 6.185000000000000497e+00
9.500000000000001776e-01 8.912509381337459402e+00 6.185000000000000497e+00
9.750000000000000888e-01 9.440608762859236336e+00 6.238571399999999656e+00
1.000000000000000000e+00 1.000000000000000000e+01 6.238571399999999656e+00
1.025000000000000355e+00 1.059253725177289773e+01 6.292142899999999983e+00
1.050000000000000266e+00 1.122018454301964141e+01 6.292142899999999983e+00
1.075000000000000178e+00 1.188502227437018988e+01 6.292142899999999983e+00
1.100000000000000089e+00 1.258925411794167459e+01 6.292142899999999983e+00
1.125000000000000000e+00 1.333521432163323972e+01 6.345714300000000918e+00
1.150000000000000355e+00 1.412537544622755448e+01 6.345714300000000918e+00
