1.175000000000000266e+00 1.496235656094434319e+01 6.345714300000000918e+00
1.200000000000000178e+00 1.584893192461114175e+01 6.345714300000000918e+00
1.225000000000000089e+00 1.678804018122560748e+01 6.345714300000000918e+00
1.250000000000000000e+00 1.778279410038922848e+01 6.345714300000000918e+00
1.275000000000000355e+00 1.883649089489802009e+01 6.345714300000000918e+00
1.300000000000000266e+00 1.995262314968880801e+01 6.345714300000000918e+00
1.325000000000000178e+00 2.113489039836647621e+01 6.399285700000000077e+00
1.350000000000000089e+00 2.238721138568340052e+01 6.399285700000000077e+00
1.375000000000000000e+00 2.371373705661655151e+01 6.399285700000000077e+00
1.400000000000000355e+00 2.511886431509581996e+01 6.399285700000000077e+00
1.425000000000000266e+00 2.660725059798811287e+01 6.345714300000000918e+00
1.450000000000000178e+00 2.818382931264455138e+01 6.345714300000000918e+00
1.475000000000000089e+00 2.985382618917960329e+01 6.345714300000000918e+00
1.500000000000000000e+00 3.162277660168379256e+01 6.345714300000000918e+00
1.525000000000000355e+00 3.349654391578279444e+01 6.345714300000000918e+00
1.550000000000000266e+00 3.548133892335756912e+01 6.345714300000000918e+00
1.575000000000000178e+00 3.758374042884442900e+01 6.345714300000000918e+00
1.600000000000000089e+00 3.981071705534973404e+01 6.345714300000000918e+00
1.625000000000000000e+00 4.216965034285822611e+01 6.345714300000000918e+00
1.650000000000000355e+00 4.466835921509634488e+01 6.345714300000000918e+00
1.675000000000000266e+00 4.731512589614807496e+01 6.345714300000000918e+00
1.700000000000000178e+00 5.011872336272725192e+01 6.345714300000000918e+00
1.725000000000000089e+00 5.308844442309884926e+01 6.292142899999999983e+00
1.750000000000000000e+00 5.623413251903490817e+01 6.292142899999999983e+00
1.775000000000000355e+00 5.956621435290109190e+01 6.292142899999999983e+00
1.800000000000000266e+00 6.309573444801936404e+01 6.292142899999999983e+00
1.825000000000000178e+00 6.683439175686149269e+01 6.292142899999999983e+00
1.850000000000000089e+00 7.079457843841380793e+01 6.292142899999999983e+00
1.875000000000000000e+00 7.498942093324558300e+01 6.292142899999999983e+00
1.900000000000000355e+00 7.943282347242821118e+01 6.292142899999999983e+00
1.925000000000000266e+00 8.413951416451955367e+01 6.292142899999999983e+00
1.950000000000000178e+00 8.912509381337459047e+01 6.238571399999999656e+00
1.975000000000000089e+00 9.440608762859235981e+01 6.238571399999999656e+00
2.000000000000000000e+00 1.000000000000000000e+02 6.238571399999999656e+00
2.025000000000000355e+00 1.059253725177289738e+02 6.238571399999999656e+00
2.049999999999999822e+00 1.122018454301963004e+02 6.238571399999999656e+00
2.075000000000000178e+00 1.188502227437018917e+02 6.238571399999999656e+00
2.100000000000000533e+00 1.258925411794168809e+02 6.238571399999999656e+00
2.125000000000000000e+00 1.333521432163323936e+02 6.238571399999999656e+00
2.150000000000000355e+00 1.412537544622755377e+02 6.238571399999999656e+00
2.174999999999999822e+00 1.496235656094432898e+02 6.185000000000000497e+00
2.200000000000000178e+00 1.584893192461114211e+02 8.113571399999999656e+00
2.225000000000000533e+00 1.678804018122562240e+02 8.113571399999999656e+00
2.250000000000000000e+00 1.778279410038922776e+02 8.113571399999999656e+00
2.275000000000000355e+00 1.883649089489802009e+02 8.113571399999999656e+00
2.299999999999999822e+00 1.995262314968878741e+02 8.113571399999999656e+00
2.325000000000000178e+00 2.113489039836647692e+02 8.113571399999999656e+00
2.350000000000000533e+00 2.238721138568342326e+02 8.113571399999999656e+00
2.375000000000000000e+00 2.371373705661655151e+02 8.167142899999999983e+00
2.400000000000000355e+00 2.511886431509582280e+02 8.167142899999999983e+00
2.424999999999999822e+00 2.660725059798808729e+02 8.167142899999999983e+00
2.450000000000000178e+00 2.818382931264454783e+02 8.167142899999999983e+00
2.475000000000000533e+00 2.985382618917963100e+02 8.167142899999999983e+00
2.500000000000000000e+00 3.162277660168379612e+02 8.167142899999999983e+00
2.525000000000000355e+00 3.349654391578279160e+02 8.167142899999999983e+00
2.549999999999999822e+00 3.548133892335753217e+02 8.167142899999999983e+00
2.575000000000000178e+00 3.758374042884443043e+02 8.167142899999999983e+00
2.600000000000000533e+00 3.981071705534977241e+02 8.167142899999999983e+00
2.625000000000000000e+00 4.216965034285822753e+02 8.167142899999999983e+00
2.650000000000000355e+00 4.466835921509634773e+02 8.167142899999999983e+00
2.674999999999999822e+00 4.731512589614802664e+02 9.881429000000000684e+00
2.700000000000000178e+00 5.011872336272724624e+02 9.881429000000000684e+00
2.725000000000000533e+00 5.308844442309889473e+02 9.881429000000000684e+00
2.750000000000000000e+00 5.623413251903490391e+02 9.881429000000000684e+00
2.775000000000000355e+00 5.956621435290109048e+02 9.827856999999999843e+00
2.800000000000000711e+00 6.309573444801942514e+02 9.827856999999999843e+00
2.825000000000000178e+00 6.683439175686148701e+02 9.827856999999999843e+00
2.850000000000000533e+00 7.079457843841387330e+02 9.827856999999999843e+00
2.875000000000000000e+00 7.498942093324558300e+02 9.774286000000000030e+00
2.900000000000000355e+00 7.943282347242821970e+02 9.774286000000000030e+00
2.925000000000000711e+00 8.413951416451964178e+02 9.774286000000000030e+00
2.950000000000000178e+00 8.912509381337458763e+02 9.774286000000000030e+00
2.975000000000000533e+00 9.440608762859245644e+02 9.774286000000000030e+00
3.000000000000000000e+00 1.000000000000000000e+03 9.720714000000000965e+00
